0.626609;-0.17934;1.82366;4.91182;0.00224719
0.630661;-0.167975;1.80305;5.05737;0.00224719
0.634535;-0.156979;1.72385;4.89326;0.00224719
0.63848;-0.145918;1.75542;4.92207;0.00224719
0.642268;-0.134767;1.68579;4.96212;0.00224719
0.646066;-0.12375;1.6903;4.90251;0.00224719
0.650029;-0.112462;1.76313;5.0231;0.00224719
0.653603;-0.101504;1.59067;4.87633;0.00224719
0.657275;-0.0905528;1.63378;4.87346;0.00224719
0.660869;-0.0793853;1.5994;4.96956;0.00224719
0.664373;-0.0683652;1.55938;4.90394;0.00224719
0.667823;-0.0569064;1.53529;5.09916;0.00224719
0.671294;-0.0459764;1.54439;4.86383;0.00224719
0.674542;-0.0348335;1.44543;4.95861;0.00224719
0.677917;-0.0236285;1.50187;4.9862;0.00224719
0.681051;-0.0124122;1.39466;4.99129;0.00224719
0.684155;-0.00130066;1.38132;4.94462;0.00224719
0.687327;0.00983888;1.41161;4.95709;0.00224719
0.690285;0.0210563;1.31612;4.99174;0.00224719
0.693289;0.0318502;1.33687;4.8033;0.00224719
0.696273;0.0430598;1.32811;4.98825;0.00224719
0.699252;0.0540437;1.32546;4.88784;0.00224719
0.702043;0.0650311;1.2421;4.88941;0.00224719
0.704955;0.0759623;1.29589;4.86441;0.00224719
0.707629;0.0867176;1.18963;4.78611;0.00224719
0.710544;0.0973587;1.29748;4.73526;0.00224719
0.713515;0.108284;1.32212;4.86175;0.00224719
0.716115;0.118769;1.15666;4.66602;0.00224719
0.719059;0.12944;1.31008;4.74836;0.00224719
0.721037;0.139918;0.88044;4.66298;0.00224719
0.719118;0.149965;-0.853916;4.47092;0.00224719
0.717209;0.160232;-0.849619;4.56878;0.00224719
0.71498;0.170258;-0.991867;4.46135;0.00224719
0.71298;0.180473;-0.889803;4.54558;0.00224719
0.71099;0.190295;-0.88593;4.3707;0.00224719
0.708889;0.200607;-0.934549;4.58904;0.00224719
0.706628;0.210623;-1.00624;4.45692;0.00224719
0.704688;0.220382;-0.863252;4.34313;0.00224719
0.702419;0.230688;-1.00969;4.58589;0.00224719
0.700131;0.240705;-1.01834;4.45757;0.00224719
0.69761;0.250583;-1.12165;4.39605;0.00224719
0.695496;0.260509;-0.941047;4.41673;0.00224719
0.693175;0.270421;-1.0329;4.41085;0.00224719
0.690804;0.280294;-1.05481;4.39362;0.00224719
0.688104;0.290591;-1.20149;4.58222;0.00224719
